email	household_type	num_occupants	bedroom_count	footage	area_code	phone_number	phone_type	postal_code
cjeanty@scotfind.com	townhome	5	2	642	978	0073410	mobile	20757
cjillson@warephase.com	apartment	4	2	704	144	1780782	mobile	93552
cjuhas@dambase.com	apartment	2	4	1199	466	5321675	mobile	61468
cjuhas@donquadtech.com	house	2	5	1392	383	1085462	other	56393
cjuhas@streethex.com	apartment	8	4	2198	101	8575707	work	60482
cjuhas@year-job.com	townhome	1	0	44	422	8372336	work	22321
cjuhas@zathunicon.com	townhome	2	2	622	276	3347428	work	20508
cjulia@finhigh.com	house	3	1	413	224	0888047	mobile	49866
cjurney@j-texon.com	townhome	1	2	698	192	6363942	mobile	68812
cjurney@konex.com	apartment	3	2	844	144	8148870	work	91334
cjurney@treequote.com	apartment	1	0	41	190	0058350	work	24962
cjuvera@ron-tech.com	apartment	2	3	992	098	7587010	mobile	60209
ckannady@plussunin.com	mobile home	1	1	330				00763
ckarpel@golddex.com	condominium	2	3	872	695	0934699	work	46158
ckarpel@scotfind.com	townhome	3	4	1226	437	7493357	home	13813
ckeener@isdom.com	house	4	2	685	460	5068570	mobile	47670
ckeetch@hatfan.com	house	2	3	1199	360	3656459	mobile	52066
ckeetch@plussunin.com	townhome	3	2	645	616	4344669	mobile	57252
ckeetch@xx-zobam.com	house	1	1	465	932	5504213	work	48509
ckiel@gogozoom.com	mobile home	1	1	414				02634
ckiel@isdom.com	apartment	1	3	853				16441
ckiel@sunnamplex.com	house	2	2	655				32616
ckippley@konex.com	townhome	4	2	934	381	4023190	mobile	44036
ckippley@plusstrip.com	house	2	4	1091	185	2982048	work	43983
ckitzman@conecom.com	apartment	2	4	1159	183	7673530	mobile	19973
cklonowski@conecom.com	apartment	4	2	897	085	7058492	mobile	29935
ckohl@toughzap.com	house	3	1	294	815	6261880	mobile	70127
ckohnert@y-corporation.com	apartment	2	3	1061	823	6824173	mobile	42371
ckolmetz@donware.com	townhome	2	1	355	220	9263820	mobile	10572
ckoppinger@inity.com	apartment	2	3	1292	223	5502360	mobile	27340
clabreche@golddex.com	townhome	1	1	329	108	9422590	mobile	88441
clace@betatech.com	mobile home	5	3	1049	088	5567408	mobile	20744
clacovara@nam-zim.com	condominium	3	1	360	291	3655403	mobile	53088
clacovara@stanredtax.com	townhome	1	1	385	138	5179373	mobile	14010
clacovara@zumgoity.com	townhome	1	2	618				73113
clapage@rangreen.com	mobile home	4	2	769				55075
clapage@toughzap.com	apartment	1	0	72	458	2252059	mobile	37754
clary@bioholding.com	condominium	4	2	544	268	6627302	mobile	96722
clary@donquadtech.com	house	4	3	875	090	0255988	mobile	85200
clary@mathtouch.com	condominium	3	1	423	133	4416797	mobile	85702
clatzke@codehow.com	house	3	2	506	054	1882546	mobile	27626
clawler@hatfan.com	townhome	1	0	47	397	6943551	mobile	63952
clayous@blackzim.com	apartment	2	4	1392	157	7299067	mobile	59420
clayous@sunnamplex.com	house	1	1	312	455	8691209	work	98385
cleinenbach@rantouch.com	townhome	1	3	725				48329
cleto@cancity.com	apartment	1	3	951	247	2010694	home	05902
cleto@finjob.com	apartment	2	2	723	830	1308062	mobile	37329
cleto@j-texon.com	apartment	2	2	721	022	7288270	work	72471
clietz@dontechi.com	townhome	1	1	405	390	4861224	work	16750
clietz@donware.com	apartment	5	6	1797	253	3923966	other	64167
clipkin@donquadtech.com	house	5	2	684	638	1950072	mobile	37778
cliukko@dontechi.com	apartment	3	2	737	455	1323043	mobile	77061
cliukko@hatfan.com	house	3	4	1030				52171
cloader@konex.com	condominium	2	2	821	744	7683766	mobile	05041
cloder@domzoom.com	condominium	4	1	390	138	6766899	mobile	96145
cloder@rantouch.com	house	2	2	811	545	4931389	work	63101
clorens@betasoloin.com	apartment	2	3	825	476	1567588	mobile	67747
clorens@rundofase.com	house	3	1	443	755	0593872	mobile	66412
clother@condax.com	house	5	4	1525	162	2314447	mobile	12242
clouissant@zumgoity.com	condominium	3	1	339	057	6265770	mobile	39730
cluczki@betatech.com	apartment	4	5	1431	323	1125095	mobile	50035
clueckenbach@treequote.com	house	1	3	1121				33826
cmaclead@domzoom.com	house	1	1	310	141	8804697	other	29556
cmaclead@rantouch.com	house	1	3	763	118	8069227	work	31743
cmaillard@stanredtax.com	house	2	2	649	177	8675084	mobile	14173
cmaisto@hatfan.com	mobile home	3	2	692	646	2576384	mobile	23612
cmalet@donquadtech.com	townhome	1	3	1180	268	7468338	work	74845
cmalet@konex.com	house	1	1	413	752	4370926	mobile	86001
cmalet@lexiqvolax.com	apartment	3	1	349	246	8075352	mobile	35038
cmalvin@streethex.com	apartment	1	3	1025	061	9221765	mobile	54404
cmanno@groovestreet.com	townhome	1	2	744				19373
cmanno@isdom.com	mobile home	3	3	1069	861	6363671	mobile	86504
cmatuszak@gogozoom.com	townhome	3	3	1027	949	9930468	work	76836
cmatuszak@kan-code.com	apartment	2	2	654	270	6982469	work	55595
cmaybury@rantouch.com	townhome	1	1	523	737	8456095	mobile	74755
cmaybury@sonron.com	condominium	3	0	49				45207
cmaynerich@finjob.com	townhome	2	2	847				31740
cmccullan@betasoloin.com	house	1	0	53				55430
cmccullan@dalttechnology.com	house	2	2	572	738	3951985	work	57469
cmccullan@mathtouch.com	house	2	2	806	888	3515638	mobile	76711
cmccullan@ron-tech.com	house	1	2	630	492	3464705	mobile	49818
cmcdoniel@groovestreet.com	apartment	3	1	317	138	4538214	work	56033
cmcdoniel@warephase.com	house	4	1	307	632	9482263	mobile	91333
cmeinerding@xx-zobam.com	condominium	1	1	438	191	0638726	work	24479
cmeisel@konmatfix.com	townhome	1	0	108	612	7925832	other	55904
cmelnyk@singletechno.com	apartment	2	1	267	282	4160920	mobile	47963
cmenter@blackzim.com	apartment	3	2	741				29982
cmenter@dambase.com	apartment	6	3	1287				84014
cmerced@fasehatice.com	apartment	2	1	389	394	1738654	mobile	15712
cmerced@scotfind.com	apartment	2	2	753	876	3581298	mobile	36319
cmeteer@plussunin.com	townhome	2	2	652	710	5873043	mobile	78583
cmirafuentes@isdom.com	house	4	1	321	771	8911461	home	46534
cmonarrez@lexiqvolax.com	condominium	1	2	670	392	7633293	mobile	93647
cmondella@stanredtax.com	apartment	6	5	1636	561	8598455	mobile	67213
cmontezuma@ganjaflex.com	house	4	3	1162	222	4546081	mobile	14639
cmorasca@goodsilron.com	townhome	2	2	802	348	7139937	mobile	68437
cmorasca@groovestreet.com	house	1	0	58				88577
cmorocco@goodsilron.com	mobile home	4	1	575	104	2708650	mobile	40759
cmotley@inity.com	apartment	1	1	405	849	8227480	mobile	53405
cmotley@xx-holding.com	house	1	2	612	051	7866100	mobile	98398
cmugnolo@zoomit.com	house	3	0	105	166	5703446	mobile	44684
cmulqueen@xx-zobam.com	house	1	3	797				95020
cmunis@cancity.com	house	2	1	329	152	3062167	mobile	70546
cmunns@stanredtax.com	apartment	2	0	47	681	9843145	mobile	74103
cmunns@xx-holding.com	apartment	1	2	648	870	5786758	mobile	26833
cmyricks@bioplex.com	house	3	2	599	663	8739243	mobile	38472
cmyricks@faxquote.com	townhome	2	3	982				03071
cnabours@kinnamplus.com	apartment	2	1	440	370	4100830	mobile	17316
cnabours@toughzap.com	townhome	3	6	1542	195	0321440	home	33442
cnayar@konmatfix.com	house	6	5	1420	153	3886944	other	96835
cnewville@ganjaflex.com	house	1	2	659	160	1322124	mobile	72203
cnewville@streethex.com	apartment	1	0	44	044	6872879	mobile	90032
cnicka@goodsilron.com	house	4	0	225	818	2376843	mobile	49638
cnicka@kan-code.com	house	2	1	342	564	8672084	mobile	53140
cnicolozakes@betatech.com	apartment	2	2	544	622	6068367	mobile	75471
cnicolozakes@isdom.com	house	1	0	41	741	5853904	other	95450
cnicolozakes@plusstrip.com	apartment	1	1	370	056	8131305	work	79330
cnievas@blackzim.com	house	4	2	838	966	0455326	mobile	41763
cnunlee@funholding.com	apartment	1	0	44				30230
coldroyd@hatfan.com	house	1	1	401	485	0135611	mobile	47882
coles@nam-zim.com	apartment	3	2	855				98631
conofrio@j-texon.com	house	3	1	279				15279
conofrio@konmatfix.com	apartment	1	0	97	451	8252482	mobile	47341
conofrio@treequote.com	apartment	1	1	481	107	9613983	work	79759
costrosky@sonron.com	house	6	3	1002	171	9304174	mobile	29055
cpaa@dalttechnology.com	townhome	2	3	1129	179	0491164	mobile	41526
cpadilla@donware.com	house	1	1	326				38669
cpadilla@green-plus.com	apartment	1	2	559	298	2063263	work	60536
cpadilla@ontomedia.com	apartment	3	1	286	754	4872972	mobile	72629
cpalaspas@konmatfix.com	house	3	2	686	147	9512076	mobile	55076
cparlato@kan-code.com	apartment	2	3	1024	616	1446667	mobile	17097
cpaskin@labdrill.com	condominium	2	1	484	199	7407082	mobile	70515
cpatak@goodsilron.com	house	4	6	2052				46542
cpawlowicz@bioholding.com	mobile home	2	2	858	986	5003100	work	08330
cperez@faxquote.com	house	1	1	439	822	7670806	home	15063
cperez@j-texon.com	condominium	5	2	679	321	5742125	mobile	94520
cperigo@xx-zobam.com	condominium	2	4	1251	286	8934842	work	33634
cpoquette@faxquote.com	house	2	2	632				85603
cpoquette@zotware.com	house	2	3	980	796	7954562	work	62941
crantanen@labdrill.com	apartment	1	1	355	163	6794667	mobile	82430
crantanen@rantouch.com	condominium	2	2	680				77243
crantanen@sumace.com	mobile home	4	1	384				66542
crauser@donware.com	apartment	3	1	353	452	5183878	mobile	61937
crauser@hottechi.com	apartment	2	1	406	191	7694597	home	15352
creitler@finjob.com	house	4	3	870	788	2447072	work	03590
creitler@xx-zobam.com	apartment	3	1	407				88125
crentfro@plussunin.com	apartment	2	3	1127	722	7914630	mobile	28746
crestrepo@isdom.com	apartment	2	1	418	075	5568754	mobile	26630
crhymes@isdom.com	townhome	1	1	399	292	2916974	mobile	41390
crhymes@newex.com	house	2	3	941	938	8255684	mobile	55712
crim@betasoloin.com	apartment	3	2	666	092	8348778	mobile	27018
crodeigues@domzoom.com	mobile home	3	1	563				55748
crodenberger@green-plus.com	condominium	1	1	431	119	8144174	mobile	38068
crowling@ron-tech.com	townhome	2	3	1262				61841
croyster@hottechi.com	apartment	2	0	72	786	9971449	mobile	96714
crulapaugh@donquadtech.com	house	3	1	352				50312
crulapaugh@golddex.com	house	1	1	335	588	8392858	mobile	88427
csahagun@domzoom.com	house	1	0	76				79187
csahagun@sumace.com	mobile home	5	4	1418	384	2630929	mobile	04979
csama@dalttechnology.com	apartment	1	1	398	078	6464857	mobile	93930
csamara@domzoom.com	townhome	1	2	544	318	8481730	mobile	93759
csamara@sumace.com	apartment	2	3	903	931	8547616	work	94164
csamu@bioholding.com	apartment	1	1	393	384	2731209	work	24375
csamu@green-plus.com	apartment	1	3	974	786	4474179	mobile	31551
csaras@goodsilron.com	apartment	4	0	58	472	7029913	mobile	28458
csaras@zencorporation.com	apartment	1	2	588	721	6878266	mobile	77864
csarbacher@xx-holding.com	house	1	1	456				79009
csaulter@gogozoom.com	apartment	1	2	813	059	8753618	mobile	94610
csaulter@labdrill.com	townhome	2	2	647				83605
csawchuk@domzoom.com	house	2	4	1107	880	8124252	mobile	07051
csayaphon@lexiqvolax.com	apartment	3	2	649	214	5947891	mobile	32260
csaylors@sumace.com	townhome	2	4	1142	219	7999922	home	60482
cschemmer@donquadtech.com	townhome	1	0	67	796	0118308	mobile	29074
cschieler@plusstrip.com	house	1	1	325	866	3871029	mobile	23889
cschirpke@warephase.com	house	2	2	924	839	3764921	mobile	67109
cschnitzler@groovestreet.com	apartment	2	1	340	029	3722782	other	57004
cschnitzler@plussunin.com	house	2	2	761	765	6150626	mobile	95001
cschnitzler@rundofase.com	house	2	2	706	425	0607643	work	05460
cschnitzler@streethex.com	apartment	2	3	1286				55572
cschoeneck@finhigh.com	mobile home	1	1	424	050	6536777	work	35068
cschoeneck@iselectrics.com	apartment	2	2	719				66450
cschoeneck@zoomit.com	apartment	1	0	126	460	7566712	other	91342
cscriven@dontechi.com	apartment	2	2	752	992	8416638	work	04535
cscriven@scotfind.com	house	2	2	470	361	4882379	work	79761
cseewald@kinnamplus.com	house	2	4	981	428	9873434	mobile	23803
cseewald@lexiqvolax.com	house	2	3	1089	483	3890202	work	60475
cseewald@plexzap.com	condominium	1	2	681	430	2590804	mobile	99650
csengbusch@dalttechnology.com	apartment	4	1	484	293	7905902	other	68523
cshadrick@konmatfix.com	condominium	1	2	811	796	0874032	mobile	13420
cshinko@kinnamplus.com	house	4	1	368	679	0062375	mobile	04274
cshinko@mathtouch.com	apartment	2	2	843	532	9785035	home	74457
cshire@mathtouch.com	apartment	1	1	372	721	2518805	mobile	20044
csilvestrini@scotfind.com	house	2	3	928				92225
csimilton@kinnamplus.com	apartment	2	2	689	213	2152684	mobile	56180
cskulski@ron-tech.com	mobile home	2	1	400	552	6835139	other	39475
cskursky@hottechi.com	townhome	1	2	607	113	6502737	mobile	25241
cskursky@plexzap.com	apartment	5	3	1356	621	5652047	mobile	15281
cskursky@scottech.com	house	4	4	1083	283	3652834	mobile	60690
cslayton@ron-tech.com	apartment	1	1	393	398	4463905	mobile	33182
csmith@betatech.com	townhome	2	1	502	580	4585639	mobile	61259
csmith@hottechi.com	house	3	2	726	952	2397479	mobile	87520
cspickerman@codehow.com	house	2	4	1544	167	3512435	mobile	41526
cspickerman@hottechi.com	house	3	2	677	189	4249260	home	45310
cspickerman@ontomedia.com	apartment	2	1	299	667	6978666	work	47986
cspringe@scottech.com	townhome	6	6	2415	879	7153865	mobile	37890
cstaback@betasoloin.com	apartment	2	2	793	837	5374252	mobile	31745
cstaback@dambase.com	townhome	3	2	661	946	1737519	mobile	64481
cstaback@isdom.com	townhome	2	2	548	656	6670419	mobile	78781
csteffensmeier@hottechi.com	condominium	6	9	3176	119	6795570	work	71259
csteffensmeier@ontomedia.com	house	2	3	1121	347	0448591	mobile	54135
cstem@inity.com	apartment	2	2	592				29511
cstockham@xx-zobam.com	apartment	2	3	1123				23011
cstoltzman@openlane.com	apartment	1	2	755				87524
cstorment@codehow.com	house	3	2	864	144	1813092	mobile	12577
cstorment@yearin.com	townhome	1	2	734	554	6268646	mobile	33176
cstuer@bioplex.com	apartment	1	3	1074	258	3631012	other	15553
cstuer@sunnamplex.com	apartment	1	0	55	144	2919415	mobile	54470
csuell@blackzim.com	apartment	3	2	766	363	9362084	mobile	35208
csuell@doncon.com	house	2	1	441	773	9855090	home	83206
csuell@treequote.com	apartment	2	2	515				17938
ctawil@ontomedia.com	townhome	1	2	825	541	8671879	home	65540
ctawil@scotfind.com	apartment	2	1	278	251	4019846	mobile	72223
ctegarden@zoomit.com	condominium	2	2	819				17508
ctheodorov@finjob.com	house	4	4	1210	075	4291766	home	85609
ctheodorov@toughzap.com	house	3	1	346	136	1648869	mobile	65032
cthreets@sumace.com	apartment	4	2	742	976	4407937	mobile	20130
cthyberg@konmatfix.com	apartment	1	0	70	777	4961856	mobile	35123
ctimenez@xx-holding.com	house	2	2	817	328	0036857	work	32781
ctjepkema@codehow.com	mobile home	1	0	133	162	4026203	mobile	39645
ctjepkema@toughzap.com	apartment	2	2	627	272	7360019	work	07723
ctoelkes@singletechno.com	house	5	4	1004	380	1895031	mobile	48311
ctollner@konmatfix.com	condominium	2	4	1518	769	0831642	work	52075
ctomblin@rantouch.com	condominium	1	1	391	626	0956877	mobile	49265
ctomblin@zumgoity.com	house	1	1	331	227	1742567	mobile	94975
ctreston@lexiqvolax.com	condominium	1	2	655	539	7783873	home	46526
ctromblay@cancity.com	townhome	3	2	684	840	4813923	mobile	31058
ctromblay@donware.com	apartment	2	3	1016	660	0587238	mobile	15422
cturinetti@iselectrics.com	house	2	2	710				97452
cupthegrove@doncon.com	apartment	2	3	898	027	0925500	mobile	24212
cuyetake@lexiqvolax.com	mobile home	1	3	1119	114	8560852	mobile	77970
cvanheusen@funholding.com	townhome	3	4	1311	449	0110799	mobile	89010
cvarriano@rantouch.com	apartment	2	1	314	725	0688052	mobile	43733
cvenere@cancity.com	condominium	2	4	1371	195	4559965	mobile	78243
cvenere@goodsilron.com	house	3	2	582	623	3670037	mobile	13416
cvenere@toughzap.com	apartment	1	1	388				67514
cvenere@zoomit.com	townhome	2	0	38	343	4360074	mobile	11738
cventura@opentech.com	apartment	4	2	616	457	1010333	mobile	56171
cvinning@bioholding.com	house	5	4	1399	771	2478863	home	28038
cvizarro@codehow.com	apartment	3	2	760	870	4825694	work	27967
cvizarro@domzoom.com	house	1	1	311	511	7976686	mobile	21917
cvizarro@scotfind.com	house	1	1	513	373	1195754	mobile	75243
cvocelka@j-texon.com	house	3	1	380				33411
cvonasek@funholding.com	apartment	1	1	373	419	5486837	mobile	62555
cvonasek@hottechi.com	townhome	2	2	697	399	5238923	work	38503
cwalthall@hottechi.com	house	2	3	748	115	1916210	mobile	12807
cwalthall@newex.com	house	4	3	1215	894	8782898	mobile	60645
cwardrip@scotfind.com	apartment	3	2	815	103	1544963	mobile	40940
cwaycott@inity.com	condominium	1	1	354	103	0581788	work	72379
cwaycott@ron-tech.com	house	2	3	941	393	8938747	mobile	69128
cwaycott@zathunicon.com	townhome	2	3	1046	981	3660908	work	53121
cwaycott@zencorporation.com	house	5	5	1610	184	7138860	work	43236
cweglarz@hottechi.com	apartment	3	2	909	325	1721032	mobile	43951
cweglarz@xx-holding.com	condominium	3	2	750	611	8819116	mobile	41668
cweight@nam-zim.com	house	1	2	587	117	1740409	mobile	32856
cweirather@donware.com	house	1	3	964	745	4672720	mobile	10009
cwenzinger@finhigh.com	apartment	2	2	730				54202
cwenzinger@hatfan.com	apartment	2	3	986	374	6132543	other	18088
cwhobrey@y-corporation.com	apartment	2	4	1387	432	3370972	other	38008
cwide@doncon.com	apartment	1	3	879	358	5760922	other	46986
cwide@sonron.com	apartment	4	6	2530	592	1625453	mobile	48228
cwide@zathunicon.com	townhome	5	2	872	263	4262833	mobile	54771
cwieser@iselectrics.com	house	3	3	903	580	6080537	work	18064
cwiklund@konex.com	apartment	2	3	947	273	9345792	other	76705
cwildfong@openlane.com	apartment	2	1	398	197	6297620	mobile	44454
cwildfong@treequote.com	apartment	6	6	1917	373	7206371	work	27593
cwolny@cancity.com	mobile home	1	2	546	773	7511009	work	95432
cworlds@inity.com	apartment	2	2	631	671	1691248	work	71969
cyaw@gogozoom.com	townhome	2	3	1051	122	8542007	home	90701
cyglesias@rundofase.com	townhome	2	5	1448				20624
cyglesias@stanredtax.com	house	2	2	634				80105
cyori@donware.com	apartment	1	0	158	599	5989915	mobile	75137
czane@kan-code.com	apartment	2	2	613	923	0145906	mobile	48875
czane@sunnamplex.com	condominium	2	2	639	167	4515514	mobile	01086
czane@zoomit.com	house	4	2	569	923	6927084	mobile	21715
czepp@scotfind.com	mobile home	1	0	34	072	3633129	other	45633
dagramonte@statholdings.com	apartment	4	2	745	769	6862585	work	02874
dagramonte@zumgoity.com	house	5	4	1086	684	7715900	mobile	46201
dalbares@rantouch.com	mobile home	1	1	360	558	8513096	work	99840
damigon@zencorporation.com	condominium	3	2	540	626	6419208	mobile	04290
damyot@ganjaflex.com	apartment	4	1	459	147	1114277	home	28135
dangalich@fasehatice.com	apartment	2	2	670	132	2502122	mobile	06041
daquas@plussunin.com	house	3	2	749	271	7229504	work	28344
daredondo@dambase.com	condominium	1	3	829	886	2382589	home	97831
darias@zathunicon.com	house	1	0	80	695	5871936	mobile	46867
dauffrey@silis.com	mobile home	1	0	47	585	1084713	mobile	28710
dbaltimore@zencorporation.com	condominium	4	1	403	521	0487226	mobile	48727
dbarfield@plexzap.com	house	5	2	747	116	1294809	mobile	93510
dbartolet@green-plus.com	apartment	1	2	790	333	4029945	work	22645
dbatman@singletechno.com	house	2	2	606	751	7243193	mobile	68714
dberganza@xx-zobam.com	house	2	2	715	844	5913640	work	02341
dbergesen@groovestreet.com	apartment	4	2	704	194	9740158	mobile	02667
dbilden@zumgoity.com	mobile home	2	2	751	815	9433444	mobile	95361
dbirkner@dalttechnology.com	house	1	0	134	031	5964877	mobile	99564
dbitsuie@betatech.com	apartment	2	1	456	936	1376186	home	32008
dbitsuie@faxquote.com	house	1	1	495				37723
dblackwood@finjob.com	condominium	3	3	943	657	6185043	work	94947
dbolognia@fasehatice.com	apartment	1	0	129	175	4815693	mobile	80532
dboulter@hatfan.com	house	1	0	43	073	4760136	work	40392
dboulter@j-texon.com	house	5	3	1020	127	1409454	mobile	16233
dboulter@warephase.com	condominium	1	1	297	139	3274949	mobile	27521
dbowley@yearin.com	house	4	2	505				68635
dbrachle@openlane.com	apartment	3	3	1072	388	8297305	home	39441
dbuemi@streethex.com	apartment	3	1	363	069	0938704	mobile	25719
dbutzen@j-texon.com	house	1	1	334	734	9504434	mobile	91411
dbuvens@finhigh.com	apartment	4	3	1180	884	5730208	mobile	53227
dbuvens@treequote.com	condominium	3	2	720	745	9539726	mobile	85940
dcallaro@nam-zim.com	townhome	1	1	263	512	5550068	mobile	28334
dcalvaresi@finhigh.com	apartment	3	2	592	457	1379721	mobile	27343
dcalvaresi@hatfan.com	house	2	3	1006	260	6563159	mobile	96731
dcampain@finjob.com	house	1	1	386	173	7699651	work	46958
dcandlish@nam-zim.com	apartment	2	2	520				44096
dcanlas@lexiqvolax.com	apartment	2	5	1615	621	9786745	work	13734
dcanlas@yearin.com	townhome	4	3	965				66027
dcartan@xx-zobam.com	mobile home	2	2	783	711	7242794	home	74821
dchaffins@condax.com	apartment	2	4	1059	526	5512056	mobile	59749
dchaffins@xx-holding.com	house	3	0	143	298	0169422	mobile	66637
dchavous@konex.com	apartment	3	1	388				66692
dchickering@betasoloin.com	house	2	4	1642	423	3460605	mobile	58792
dchickering@rantouch.com	apartment	6	4	1163	494	5862497	mobile	15223
dchickering@zumgoity.com	condominium	2	2	624	169	1189600	mobile	61476
dcloney@kinnamplus.com	apartment	3	2	822	150	3045966	mobile	70544
dcloney@plussunin.com	apartment	2	3	1103	240	7590599	mobile	26275
dcloney@streethex.com	townhome	1	2	735	841	1816475	mobile	06231
dcolla@zoomit.com	townhome	5	5	1896	023	6255013	home	94126
dcookey@plussunin.com	house	6	6	1770	635	7998672	mobile	46259
dcorbley@xx-zobam.com	apartment	1	0	83	057	2235149	home	70612
dcork@finjob.com	mobile home	2	0	73	264	7324346	mobile	56756
dcousey@toughzap.com	house	3	2	688	640	0837686	mobile	06065
dcronauer@sunnamplex.com	house	2	2	862	220	5973976	mobile	35503
ddarakjy@yearin.com	apartment	2	2	726	355	9202951	work	68325
ddaufeldt@yearin.com	condominium	1	1	294	785	1090342	mobile	03822
ddegroot@labdrill.com	apartment	2	3	1013	744	6865402	mobile	57626
ddenooyer@golddex.com	apartment	2	1	411	131	1240027	other	34956
ddenooyer@xx-zobam.com	apartment	5	4	1273	068	2467472	mobile	68659
ddewar@dontechi.com	house	3	2	760	134	6298106	mobile	61266
ddickerson@openlane.com	condominium	2	2	633				75929
ddickerson@yearin.com	townhome	2	2	764				41572
ddiestel@donware.com	apartment	4	5	1737	426	0891840	mobile	83873
ddilello@isdom.com	apartment	3	1	389	293	5594480	mobile	84091
ddiscipio@ron-tech.com	mobile home	5	4	1385				23837
ddrymon@inity.com	house	2	2	697	963	2408947	mobile	74525
ddubaldi@doncon.com	condominium	2	4	1063	175	2557050	other	57780
ddubaldi@sonron.com	townhome	5	2	721	599	5995668	home	60434
dduenas@cancity.com	house	3	2	590	965	0261557	mobile	50674
deanes@finhigh.com	apartment	3	0	86	922	5657635	home	56758
demard@singletechno.com	house	3	2	624	994	5064431	mobile	23408
demard@zathunicon.com	apartment	5	0	116	496	6916386	mobile	43077
demigh@blackzim.com	condominium	2	1	338	774	8980631	mobile	62093
deroman@lexiqvolax.com	townhome	5	4	1650	771	1727329	mobile	90712
destell@sonron.com	apartment	3	1	283				97321
dfeichtner@ron-tech.com	apartment	4	2	639	395	6555192	home	41776
dfelger@betatech.com	apartment	2	3	1083	488	5329080	other	48070
dfelger@finjob.com	house	2	4	1056	654	8532099	mobile	56529
dfigeroa@zumgoity.com	apartment	5	1	312				91612
dfillingim@condax.com	mobile home	2	1	379	368	9175397	mobile	61764
dfillingim@plexzap.com	apartment	1	2	712	129	3412227	home	85258
dflister@golddex.com	house	3	1	408	966	7829666	mobile	02878
dflosi@kan-code.com	apartment	2	2	777	760	9106889	home	43046
dflosi@konmatfix.com	apartment	2	3	1292	519	8402596	work	76426
dflosi@scottech.com	apartment	2	3	959	864	4469499	mobile	84036
dflosi@xx-zobam.com	mobile home	1	1	277	262	2110311	mobile	65638
dfredicks@goodsilron.com	house	2	3	1181	148	8799795	mobile	95012
dfredicks@sonron.com	townhome	2	4	1562	865	7095190	work	35144
dfrerking@treequote.com	mobile home	4	4	1147	017	0133335	mobile	59114
dfunnell@openlane.com	house	4	2	774	564	4239256	work	42266
dgabisi@kan-code.com	mobile home	2	2	766	970	4850519	mobile	47386
dgabisi@nam-zim.com	house	4	3	1156	188	1510428	mobile	22106
dgalam@treequote.com	townhome	5	3	1200	051	0119340	mobile	48428
dgato@dalttechnology.com	mobile home	3	1	385	335	8547616	home	64021
dgehrett@stanredtax.com	apartment	3	1	346				21217
dgillian@dontechi.com	apartment	1	1	435	682	5036131	mobile	63450
dgobern@codehow.com	house	2	1	449				95106
dgoldammer@ganjaflex.com	apartment	1	3	924	634	5620703	home	12230
dgotter@goodsilron.com	apartment	4	2	746				77237
dgwalthney@finjob.com	condominium	2	2	679	016	1633698	home	35805
dhamilton@sonron.com	townhome	2	1	480	116	2954293	mobile	08988
dharabedian@y-corporation.com	townhome	2	3	1088	941	4982541	mobile	24910
dharoldson@fasehatice.com	house	3	3	1019	083	7873025	mobile	40955
dhauenstein@zumgoity.com	house	2	2	674	018	5145377	mobile	54722
dheimann@donware.com	mobile home	4	2	726				61411
dhengel@hatfan.com	apartment	4	1	284	254	2289051	work	62888
dherritt@dontechi.com	apartment	1	0	100	334	5200814	mobile	47969
dhidvegi@toughzap.com	house	4	3	1263	565	3364897	other	62915
dhoa@rantouch.com	house	1	2	579	917	7974056	mobile	18229
dhochard@finjob.com	house	3	1	341	146	6841016	mobile	04957
dhochard@rangreen.com	apartment	3	1	515	440	3021711	mobile	70580
dhoffis@yearin.com	townhome	2	0	111	178	6961672	mobile	38835
dhollack@betatech.com	apartment	4	2	785	107	4853196	mobile	46859
dhollack@ontomedia.com	apartment	2	2	752				44415
dhoogland@lexiqvolax.com	apartment	6	3	908	273	3457755	mobile	36304
dhoopengardner@finhigh.com	house	1	0	77	345	5212578	mobile	60626
dhughey@sunnamplex.com	apartment	4	3	1054	516	9802770	work	63551
dhughey@zumgoity.com	condominium	2	2	709	630	9031048	mobile	76682
dhusser@streethex.com	house	2	1	370	461	5987485	mobile	40469
dinouye@labdrill.com	townhome	3	1	426				71742
disaacs@cancity.com	mobile home	4	2	837				69027
disaacs@zotware.com	apartment	1	1	382	396	7012874	mobile	47523
disenhower@y-corporation.com	townhome	2	1	453	417	1827751	mobile	50420
djayson@mathtouch.com	apartment	2	1	369	381	4966847	mobile	07092
djeanty@finjob.com	apartment	2	5	1930	716	8744572	home	63477
djillson@sonron.com	house	1	1	467	167	5014998	mobile	57059
djuhas@plusstrip.com	condominium	3	2	784	947	1123331	work	26763
djulia@konmatfix.com	townhome	1	0	65	341	4569122	mobile	75393
djurney@mathtouch.com	condominium	2	1	368				28337
djurney@sunnamplex.com	apartment	3	1	456	329	9884952	mobile	93709
dkampa@inity.com	house	1	0	117	498	9412022	mobile	13340
dkaniecki@plusstrip.com	house	2	1	431	466	0062283	work	31521
dkannady@bioholding.com	condominium	2	5	1834	238	5945135	mobile	60952
dkardas@warephase.com	condominium	2	1	298	296	2110140	mobile	42086
dkeener@cancity.com	house	2	0	52				51632
dkiel@stanredtax.com	townhome	1	1	336	717	6788658	work	30277
dkippley@opentech.com	house	1	0	65	095	3526263	work	24351
