household_email	bathroom_number	sink_count	bidet_count	commode_count	tub_count	shower_count	tub_shower_count	primary_bathroom	bathroom_name
cstaback@isdom.com	1	1	0	0	0	1	1	0	
csteffensmeier@hottechi.com	1	2	1	1	0	0	1	0	
csteffensmeier@hottechi.com	2	3	1	1					powder room
csteffensmeier@ontomedia.com	1	2	0	0	1	0	0	0	
csteffensmeier@ontomedia.com	2	1	0	1	0	0	1	0	
cstem@inity.com	1	1	0	1	0	0	1	0	
cstockham@xx-zobam.com	1	1	0	1	1	0	0	0	
cstockham@xx-zobam.com	2	1	1	1					guest
cstoltzman@openlane.com	1	1	1	1	0	0	1	0	
cstorment@codehow.com	1	1	1	1	1	0	0	0	
cstorment@codehow.com	2	1	0	0					
cstorment@yearin.com	1	1	0	1	1	0	0	0	
cstuer@bioplex.com	1	1	0	1	0	0	1	0	
cstuer@sunnamplex.com	1	1	1	1	0	0	1	1	
csuell@blackzim.com	1	1	0	1					game room
csuell@blackzim.com	2	1	0	1	1	0	0	0	
csuell@doncon.com	1	1	0	1					game room
csuell@treequote.com	1	2	0	1	0	0	1	0	
ctawil@ontomedia.com	1	1	0	1	1	0	0	0	
ctawil@ontomedia.com	2	2	0	1	1	0	0	0	
ctawil@scotfind.com	1	1	1	1					
ctegarden@zoomit.com	1	1	0	1					guest
ctheodorov@finjob.com	1	1	1	1	1	0	1	0	
ctheodorov@finjob.com	2	1	1	1	0	1	1	0	
ctheodorov@toughzap.com	1	1	0	1	0	1	1	0	
ctheodorov@toughzap.com	2	1	0	1	1	0	0	0	
cthreets@sumace.com	1	2	0	1					guest
cthreets@sumace.com	2	1	0	1	1	0	1	1	
cthyberg@konmatfix.com	1	2	0	1	0	1	0	0	
cthyberg@konmatfix.com	2	3	0	1	0	0	1	0	
ctimenez@xx-holding.com	1	1	0	1	0	1	0	1	
ctjepkema@codehow.com	1	3	0	1					powder room
ctjepkema@codehow.com	2	1	0	1					powder room
ctjepkema@toughzap.com	1	2	0	0					
ctjepkema@toughzap.com	2	2	0	1	1	0	0	1	
ctoelkes@singletechno.com	1	1	1	1	1	0	0	0	
ctollner@konmatfix.com	1	1	0	1	0	0	1	0	
ctollner@konmatfix.com	2	1	0	1	1	0	0	0	
ctomblin@rantouch.com	1	1	0	1	0	1	0	1	
ctomblin@rantouch.com	2	1	0	1					game room
ctomblin@zumgoity.com	1	1	1	1	1	0	0	1	
ctreston@lexiqvolax.com	1	2	0	1	0	1	0	0	
ctromblay@cancity.com	1	1	0	1					game room
ctromblay@donware.com	1	3	0	1	1	0	0	0	
ctromblay@donware.com	2	1	0	1	1	0	0	1	
cturinetti@iselectrics.com	1	1	0	1					basement
cupthegrove@doncon.com	1	1	1	1					
cupthegrove@doncon.com	2	1	1	1					powder room
cuyetake@lexiqvolax.com	1	1	0	1	1	1	0	0	
cvanheusen@funholding.com	1	1	0	1					guest
cvanheusen@funholding.com	2	3	0	1	0	1	1	0	
cvarriano@rantouch.com	1	1	1	0	0	0	1	0	
cvenere@cancity.com	1	1	1	1	0	0	1	0	
cvenere@cancity.com	2	1	0	1					
cvenere@goodsilron.com	1	1	1	1					
cvenere@toughzap.com	1	1	0	1	0	1	0	0	
cvenere@zoomit.com	1	1	1	1	1	0	0	1	
cventura@opentech.com	1	1	0	1					powder room
cventura@opentech.com	2	1	1	1	1	1	0	1	
cvinning@bioholding.com	1	1	0	1	1	0	0	1	
cvinning@bioholding.com	2	1	0	1					basement
cvizarro@codehow.com	1	2	0	1	0	1	0	0	
cvizarro@codehow.com	2	2	1	1					
cvizarro@codehow.com	3	1	0	1					game room
cvizarro@domzoom.com	1	2	0	1	1	0	0	1	
cvizarro@scotfind.com	1	2	0	1	0	1	1	1	
cvizarro@scotfind.com	2	1	0	1	1	0	0	0	
cvocelka@j-texon.com	1	1	0	1	1	0	0	0	
cvonasek@funholding.com	1	1	0	1	0	1	0	0	
cvonasek@funholding.com	2	2	0	1	0	0	1	1	
cvonasek@hottechi.com	1	1	1	0					
cwalthall@hottechi.com	1	1	0	1					
cwalthall@newex.com	1	1	0	1	0	0	1	0	
cwalthall@newex.com	2	1	1	1					basement
cwardrip@scotfind.com	1	2	0	1	0	1	0	0	
cwardrip@scotfind.com	2	1	1	1	0	1	0	0	
cwaycott@inity.com	1	1	0	1					basement
cwaycott@ron-tech.com	1	2	0	1	1	0	0	0	
cwaycott@ron-tech.com	2	1	0	1	1	1	0	0	
cwaycott@zathunicon.com	1	2	0	1					
cwaycott@zencorporation.com	1	1	0	1					powder room
cwaycott@zencorporation.com	2	2	0	0					
cweglarz@hottechi.com	1	1	0	1	0	1	0	0	
cweglarz@hottechi.com	2	2	0	1	0	0	1	0	
cweglarz@xx-holding.com	1	2	0	1					guest
cweglarz@xx-holding.com	2	2	0	1	0	1	1	0	
cweglarz@xx-holding.com	3	2	0	1					
cweight@nam-zim.com	1	1	1	1					powder room
cweirather@donware.com	1	1	0	0	0	0	1	0	
cwenzinger@finhigh.com	1	1	0	1	0	1	0	0	
cwenzinger@hatfan.com	1	2	0	1	1	0	0	1	
cwhobrey@y-corporation.com	1	2	1	1	0	1	0	1	
cwide@doncon.com	1	3	0	1					basement
cwide@sonron.com	1	1	0	1	0	0	1	0	
cwide@sonron.com	2	1	0	1	0	0	1	0	
cwide@zathunicon.com	1	1	0	1					
cwide@zathunicon.com	2	1	1	1					
cwide@zathunicon.com	3	1	1	1					guest
cwide@zathunicon.com	4	1	1	1	0	1	0	1	
cwieser@iselectrics.com	1	1	0	1	0	1	0	1	
cwieser@iselectrics.com	2	1	0	1					powder room
cwiklund@konex.com	1	1	0	1					basement
cwildfong@openlane.com	1	2	0	1	1	1	0	1	
cwildfong@treequote.com	1	1	0	1	0	1	0	0	
cwildfong@treequote.com	2	1	0	1	0	1	0	0	
cwolny@cancity.com	1	2	0	1	1	1	0	0	
cwolny@cancity.com	2	3	0	1	1	0	0	1	
cworlds@inity.com	1	2	0	1	1	1	0	0	
cyaw@gogozoom.com	1	3	0	1					
cyaw@gogozoom.com	2	1	0	1	1	0	0	0	
cyglesias@rundofase.com	1	2	0	0	1	0	1	1	
cyglesias@stanredtax.com	1	1	0	1	0	0	1	0	
cyori@donware.com	1	1	1	0					game room
cyori@donware.com	2	1	0	1	1	1	0	1	
cyori@donware.com	3	1	0	0					
czane@kan-code.com	1	1	1	0	1	0	1	1	
czane@kan-code.com	2	2	0	1	0	1	1	0	
czane@sunnamplex.com	1	2	0	0	1	0	1	1	
czane@sunnamplex.com	2	2	0	1	0	0	1	0	
czane@zoomit.com	1	2	1	1	1	0	1	1	
czane@zoomit.com	2	1	0	1					basement
czepp@scotfind.com	1	1	1	1	0	1	0	0	
dagramonte@statholdings.com	1	1	0	1					powder room
dagramonte@statholdings.com	2	1	1	1	0	0	1	0	
dagramonte@zumgoity.com	1	1	0	1	0	0	1	0	
dagramonte@zumgoity.com	2	1	0	1	1	0	0	0	
dagramonte@zumgoity.com	3	1	0	1	1	1	0	0	
dagramonte@zumgoity.com	4	1	0	1					
dalbares@rantouch.com	1	1	0	1	1	0	0	1	
damigon@zencorporation.com	1	1	1	1	0	1	0	1	
damyot@ganjaflex.com	1	1	0	1					
damyot@ganjaflex.com	2	2	1	1	0	1	0	0	
damyot@ganjaflex.com	3	1	0	1	1	0	1	0	
dangalich@fasehatice.com	1	1	1	1					game room
dangalich@fasehatice.com	2	1	0	0	1	0	1	0	
daquas@plussunin.com	1	1	0	1	0	1	0	0	
daredondo@dambase.com	1	1	0	1	0	1	1	1	
darias@zathunicon.com	1	1	0	0					
darias@zathunicon.com	2	1	0	0					game room
dauffrey@silis.com	1	2	1	1	1	0	0	1	
dbaltimore@zencorporation.com	1	2	0	1	1	0	0	1	
dbaltimore@zencorporation.com	2	1	0	1					powder room
dbarfield@plexzap.com	1	1	0	1	0	0	1	0	
dbarfield@plexzap.com	2	2	0	1	1	0	1	1	
dbartolet@green-plus.com	1	1	0	1					
dbartolet@green-plus.com	2	2	1	1					guest
dbatman@singletechno.com	1	1	0	1	1	0	0	0	
dbatman@singletechno.com	2	2	0	1	1	0	0	0	
dberganza@xx-zobam.com	1	1	0	1	0	0	1	0	
dberganza@xx-zobam.com	2	2	0	1	1	0	1	1	
dbergesen@groovestreet.com	1	2	0	1					
dbergesen@groovestreet.com	2	3	0	0	1	0	0	0	
dbilden@zumgoity.com	1	1	0	1	1	0	0	1	
dbilden@zumgoity.com	2	1	1	0					game room
dbirkner@dalttechnology.com	1	1	0	0	1	0	0	0	
dbirkner@dalttechnology.com	2	1	0	1	0	0	1	1	
dbitsuie@betatech.com	1	2	1	0	1	1	0	1	
dbitsuie@betatech.com	2	1	0	1	1	1	0	0	
dbitsuie@faxquote.com	1	2	0	1	0	1	0	1	
dbitsuie@faxquote.com	2	1	0	1					
dblackwood@finjob.com	1	1	0	1	0	1	1	0	
dbolognia@fasehatice.com	1	1	1	1					
dbolognia@fasehatice.com	2	1	0	1					game room
dboulter@hatfan.com	1	3	0	1	0	1	0	0	
dboulter@j-texon.com	1	2	0	0	1	0	0	0	
dboulter@j-texon.com	2	1	0	1	0	0	1	1	
dboulter@warephase.com	1	1	0	1					basement
dbowley@yearin.com	1	1	0	1	1	1	0	1	
dbrachle@openlane.com	1	2	0	0	1	0	1	1	
dbrachle@openlane.com	2	1	0	1	1	1	0	0	
dbrachle@openlane.com	3	1	0	1	1	1	0	0	
dbuemi@streethex.com	1	2	0	1	0	0	1	1	
dbuemi@streethex.com	2	2	0	1					game room
dbutzen@j-texon.com	1	2	0	1	0	0	1	0	
dbuvens@finhigh.com	1	2	0	1	0	1	0	1	
dbuvens@finhigh.com	2	1	0	0					game room
dbuvens@treequote.com	1	3	0	0	0	1	0	0	
dcallaro@nam-zim.com	1	1	0	1	0	1	0	0	
dcalvaresi@finhigh.com	1	1	0	1					
dcalvaresi@hatfan.com	1	1	0	0	0	0	1	0	
dcalvaresi@hatfan.com	2	2	0	1	0	1	1	0	
dcampain@finjob.com	1	1	0	1	0	1	1	1	
dcandlish@nam-zim.com	1	1	0	1	1	1	0	0	
dcandlish@nam-zim.com	2	1	0	1					game room
dcanlas@lexiqvolax.com	1	1	0	1	0	0	1	0	
dcanlas@lexiqvolax.com	2	1	1	1	0	0	1	0	
dcanlas@yearin.com	1	3	1	0	0	1	0	0	
dcanlas@yearin.com	2	1	0	1	0	0	1	1	
dcartan@xx-zobam.com	1	2	0	1	1	0	0	1	
dchaffins@condax.com	1	1	0	0	0	1	0	0	
dchaffins@condax.com	2	1	0	1	1	0	0	1	
dchaffins@xx-holding.com	1	3	0	0					
dchaffins@xx-holding.com	2	1	0	1					
dchavous@konex.com	1	1	0	1	0	0	1	1	
dchickering@betasoloin.com	1	1	1	1					game room
dchickering@betasoloin.com	2	2	0	1	0	0	1	0	
dchickering@rantouch.com	1	1	0	1					
dchickering@rantouch.com	2	1	0	1	1	0	1	0	
dchickering@rantouch.com	3	1	0	0	1	0	0	1	
dchickering@zumgoity.com	1	1	0	1					
dcloney@kinnamplus.com	1	2	0	1					basement
dcloney@kinnamplus.com	2	2	1	1	1	0	1	0	
dcloney@plussunin.com	1	1	0	1	0	0	1	0	
dcloney@streethex.com	1	1	0	1					game room
dcloney@streethex.com	2	3	0	1	0	0	1	0	
dcolla@zoomit.com	1	1	0	1					
dcolla@zoomit.com	2	1	1	1	0	1	0	0	
dcolla@zoomit.com	3	2	0	1					
dcookey@plussunin.com	1	1	0	1					game room
dcookey@plussunin.com	2	1	1	1	1	1	0	0	
dcorbley@xx-zobam.com	1	1	0	1	1	0	0	1	
dcorbley@xx-zobam.com	2	3	0	1					game room
dcork@finjob.com	1	1	0	1	0	1	0	0	
dcousey@toughzap.com	1	3	1	1	1	0	1	0	
dcronauer@sunnamplex.com	1	1	0	1	0	1	0	0	
dcronauer@sunnamplex.com	2	1	0	1					powder room
dcronauer@sunnamplex.com	3	1	0	1	1	1	0	0	
ddarakjy@yearin.com	1	1	0	0	1	0	0	0	
ddarakjy@yearin.com	2	3	1	1					
ddaufeldt@yearin.com	1	1	0	1	1	0	0	1	
ddegroot@labdrill.com	1	1	0	1	0	1	1	1	
ddenooyer@golddex.com	1	1	0	0					
ddenooyer@xx-zobam.com	1	1	0	1	0	0	1	0	
ddenooyer@xx-zobam.com	2	2	0	1					powder room
ddewar@dontechi.com	1	2	0	0					game room
ddewar@dontechi.com	2	2	0	1					basement
ddewar@dontechi.com	3	2	0	1					basement
ddickerson@openlane.com	1	1	0	1	0	1	0	0	
ddickerson@yearin.com	1	1	0	1	1	0	0	0	
ddiestel@donware.com	1	2	0	1	0	1	0	0	
ddiestel@donware.com	2	2	0	1	0	0	1	1	
ddilello@isdom.com	1	2	1	1	0	1	0	0	
ddilello@isdom.com	2	1	1	1					powder room
ddiscipio@ron-tech.com	1	2	0	0	1	0	1	1	
ddrymon@inity.com	1	1	0	1					
ddubaldi@doncon.com	1	2	0	1	0	1	1	0	
ddubaldi@sonron.com	1	1	0	1	1	0	0	1	
ddubaldi@sonron.com	2	1	0	1	0	0	1	0	
dduenas@cancity.com	1	1	0	1	0	1	0	1	
deanes@finhigh.com	1	1	0	0	1	0	1	1	
deanes@finhigh.com	2	2	0	1	0	1	1	0	
demard@singletechno.com	1	1	0	0					
demard@singletechno.com	2	2	0	0	1	1	0	1	
demard@zathunicon.com	1	1	0	1	0	1	0	0	
demard@zathunicon.com	2	3	1	1					
demigh@blackzim.com	1	1	0	1	0	0	1	1	
deroman@lexiqvolax.com	1	2	0	0					basement
deroman@lexiqvolax.com	2	1	0	1					powder room
destell@sonron.com	1	1	1	1	0	1	1	0	
dfeichtner@ron-tech.com	1	1	0	1	1	1	0	1	
dfeichtner@ron-tech.com	2	1	1	1	0	0	1	0	
dfelger@betatech.com	1	1	1	1	0	1	1	1	
dfelger@finjob.com	1	2	0	1	0	1	1	0	
dfelger@finjob.com	2	1	0	1	1	1	0	0	
dfigeroa@zumgoity.com	1	1	0	1	1	0	0	0	
dfillingim@condax.com	1	2	1	0	1	0	0	1	
dfillingim@plexzap.com	1	2	0	1	1	0	1	1	
dflister@golddex.com	1	2	1	1					powder room
dflister@golddex.com	2	1	0	1					basement
dflosi@kan-code.com	1	1	1	1					
dflosi@konmatfix.com	1	1	0	1	0	0	1	0	
dflosi@scottech.com	1	1	1	1	0	1	0	0	
dflosi@xx-zobam.com	1	1	0	1					basement
dfredicks@goodsilron.com	1	1	0	1	1	0	1	1	
dfredicks@goodsilron.com	2	1	0	1	1	0	1	0	
dfredicks@goodsilron.com	3	1	1	0	0	1	1	0	
dfredicks@sonron.com	1	2	0	1					
dfredicks@sonron.com	2	2	0	1	0	1	0	0	
dfrerking@treequote.com	1	2	1	1	0	1	1	0	
dfunnell@openlane.com	1	1	0	1					
dfunnell@openlane.com	2	2	1	1					guest
dgabisi@kan-code.com	1	2	0	1	1	1	0	1	
dgabisi@nam-zim.com	1	1	0	1	1	1	0	1	
dgabisi@nam-zim.com	2	2	0	1	0	1	0	0	
dgalam@treequote.com	1	1	0	1	1	0	1	0	
dgalam@treequote.com	2	1	1	1	1	0	1	0	
dgalam@treequote.com	3	1	0	1	0	0	1	1	
dgato@dalttechnology.com	1	1	0	1	0	1	0	0	
dgato@dalttechnology.com	2	2	0	1	0	1	1	0	
dgehrett@stanredtax.com	1	2	0	1					powder room
dgillian@dontechi.com	1	1	0	0					
dgobern@codehow.com	1	1	0	1					
dgoldammer@ganjaflex.com	1	1	0	0	0	1	1	0	
dgoldammer@ganjaflex.com	2	3	0	1	0	0	1	0	
dgotter@goodsilron.com	1	1	0	1	1	0	0	1	
dgotter@goodsilron.com	2	1	0	1					
dgotter@goodsilron.com	3	1	0	1					guest
dgotter@goodsilron.com	4	2	0	1	0	1	0	0	
dgwalthney@finjob.com	1	1	0	0	1	0	0	0	
dgwalthney@finjob.com	2	1	1	1	0	1	1	1	
dhamilton@sonron.com	1	1	0	1					
dhamilton@sonron.com	2	1	0	1	1	0	1	0	
dharabedian@y-corporation.com	1	1	0	1	1	0	0	0	
dharabedian@y-corporation.com	2	1	0	1	0	0	1	0	
dharoldson@fasehatice.com	1	2	0	1	0	0	1	1	
dhauenstein@zumgoity.com	1	1	0	1					
dheimann@donware.com	1	1	0	1	1	0	1	0	
dheimann@donware.com	2	1	0	0					
dhengel@hatfan.com	1	1	0	1	1	0	0	0	
dherritt@dontechi.com	1	1	0	1	1	1	0	0	
dherritt@dontechi.com	2	1	1	1	0	1	0	0	
dhidvegi@toughzap.com	1	1	0	0	0	0	1	0	
dhidvegi@toughzap.com	2	2	1	1	0	1	1	0	
dhidvegi@toughzap.com	3	1	0	1	1	0	0	0	
dhoa@rantouch.com	1	1	0	0	0	0	1	0	
dhoa@rantouch.com	2	1	0	1	1	1	0	1	
dhochard@finjob.com	1	1	0	0	0	1	0	0	
dhochard@finjob.com	2	1	0	1					basement
dhochard@rangreen.com	1	1	0	1	0	1	1	0	
dhochard@rangreen.com	2	2	0	1	1	0	1	0	
dhochard@rangreen.com	3	1	0	0	1	0	0	1	
dhoffis@yearin.com	1	1	1	1	1	0	1	0	
dhoffis@yearin.com	2	1	0	1	1	0	0	1	
dhollack@betatech.com	1	1	0	1	0	1	0	1	
dhollack@betatech.com	2	1	1	1	1	0	0	0	
dhollack@ontomedia.com	1	1	0	1					
dhoogland@lexiqvolax.com	1	1	0	1	0	1	0	1	
dhoogland@lexiqvolax.com	2	2	0	1	0	1	1	0	
dhoopengardner@finhigh.com	1	1	0	0					
dhoopengardner@finhigh.com	2	1	0	0	0	1	0	1	
dhughey@sunnamplex.com	1	1	1	1	0	1	0	0	
dhughey@sunnamplex.com	2	2	0	1	0	1	0	0	
dhughey@zumgoity.com	1	1	0	1	1	0	0	0	
dhughey@zumgoity.com	2	1	1	1					basement
dhusser@streethex.com	1	1	1	1					basement
dhusser@streethex.com	2	3	0	1	1	0	0	0	
dinouye@labdrill.com	1	2	1	1	0	1	1	0	
dinouye@labdrill.com	2	1	0	1					guest
disaacs@cancity.com	1	1	1	1	0	1	0	1	
disaacs@cancity.com	2	2	0	1	1	0	1	0	
disaacs@cancity.com	3	2	1	1	1	0	0	0	
disaacs@zotware.com	1	1	1	1	0	0	1	0	
disenhower@y-corporation.com	1	1	0	1					powder room
disenhower@y-corporation.com	2	1	0	1	0	1	0	0	
djayson@mathtouch.com	1	1	0	1	1	0	0	1	
djeanty@finjob.com	1	1	0	1	0	0	1	0	
djeanty@finjob.com	2	2	0	0	0	1	0	1	
djillson@sonron.com	1	2	0	1	0	1	0	0	
djillson@sonron.com	2	1	1	1	1	0	0	0	
djuhas@plusstrip.com	1	1	0	1					
djulia@konmatfix.com	1	1	1	1					game room
djurney@mathtouch.com	1	1	0	1					game room
djurney@sunnamplex.com	1	1	1	1	0	1	1	0	
dkampa@inity.com	1	2	0	1	0	0	1	0	
dkampa@inity.com	2	1	1	1	0	1	0	0	
dkaniecki@plusstrip.com	1	1	0	0	0	1	1	0	
dkaniecki@plusstrip.com	2	1	0	1					
dkannady@bioholding.com	1	1	1	1	0	0	1	0	
dkardas@warephase.com	1	1	0	1					
dkeener@cancity.com	1	1	0	1					
dkiel@stanredtax.com	1	1	0	1					powder room
dkippley@opentech.com	1	1	0	1	0	1	0	0	
dkitty@warephase.com	1	1	0	1	0	1	0	0	
dkitty@warephase.com	2	1	0	1	1	0	0	0	
dklimek@golddex.com	1	1	0	1					
dklusman@lexiqvolax.com	1	1	0	1	1	0	0	1	
dklusman@lexiqvolax.com	2	3	0	0	1	0	0	0	
dkohl@iselectrics.com	1	2	0	0	0	1	0	0	
dkohl@iselectrics.com	2	1	0	1	0	0	1	1	
dkohnert@sumace.com	1	2	0	1	0	0	1	0	
dkohnert@sumace.com	2	1	0	1					
dkonopacki@plussunin.com	1	2	0	1					guest
dkoppinger@singletechno.com	1	1	0	0	0	1	0	1	
dkorando@zathunicon.com	1	1	1	1	0	0	1	1	
dkownacki@y-corporation.com	1	2	0	1	0	0	1	0	
dlace@singletechno.com	1	1	0	1	0	1	0	0	
dlary@donware.com	1	2	0	1					guest
dlatzke@zumgoity.com	1	1	0	1	0	1	0	1	
dlatzke@zumgoity.com	2	1	0	1	0	1	0	0	
dlayous@ganjaflex.com	1	1	1	1					game room
dlayous@ganjaflex.com	2	2	1	1					game room
dleto@dontechi.com	1	1	0	1	0	1	0	0	
dleto@dontechi.com	2	1	0	1	0	0	1	0	
dlietz@inity.com	1	1	0	1	0	0	1	0	
dlinahan@zotware.com	1	1	1	1					guest
dlipke@blackzim.com	1	2	0	0	1	0	0	1	
dlizama@iselectrics.com	1	1	0	1					
dlizama@iselectrics.com	2	1	0	1	0	1	0	1	
dlizama@iselectrics.com	3	2	1	1					basement
dloder@toughzap.com	1	1	0	1	0	0	1	0	
dloder@toughzap.com	2	2	0	1	1	0	0	0	
dloder@toughzap.com	3	1	0	1					game room
dlother@finjob.com	1	1	0	1					powder room
dlouissant@bioplex.com	1	2	0	1					powder room
dlouissant@bioplex.com	2	3	0	1					game room
dlukasik@bioplex.com	1	2	0	1					
dlukasik@bioplex.com	2	1	0	1					guest
dlungren@conecom.com	1	1	0	1	0	0	1	0	
dmai@green-plus.com	1	1	0	1	0	1	0	0	
dmai@plussunin.com	1	1	1	1					
dmaillard@ganjaflex.com	1	1	0	1	1	0	0	0	
dmaisto@isdom.com	1	2	0	1	0	1	0	0	
dmaisto@isdom.com	2	3	1	1	1	1	0	0	
dmaisto@rangreen.com	1	1	0	1	0	1	0	0	
dmaisto@rangreen.com	2	1	0	1	1	0	0	0	
dmaisto@rangreen.com	3	2	0	1					game room
dmaisto@streethex.com	1	1	1	1	0	1	0	0	
dmalet@betasoloin.com	1	2	1	1	0	0	1	0	
dmallett@inity.com	1	1	0	1	0	1	1	0	
dmarrier@newex.com	1	2	0	1					
dmarrier@newex.com	2	1	1	1					guest
dmatuszak@groovestreet.com	1	2	0	1	0	0	1	0	
dmatuszak@groovestreet.com	2	2	0	1					
dmauson@goodsilron.com	1	1	0	1	0	1	0	1	
dmauson@lexiqvolax.com	1	1	0	1	0	0	1	0	
dmauson@lexiqvolax.com	2	2	0	1	0	0	1	0	
dmaybury@sunnamplex.com	1	1	0	1	0	1	0	0	
dmaybury@sunnamplex.com	2	2	0	1	0	0	1	0	
dmcdoniel@scotfind.com	1	1	0	1	1	0	1	1	
dmclaird@finhigh.com	1	1	0	0					
dmcnease@rundofase.com	1	1	0	0					
dmconnell@bioholding.com	1	3	0	1	0	0	1	1	
dmconnell@bioholding.com	2	1	1	1					
dmeinerding@newex.com	1	1	0	1	1	0	1	0	
dmeinerding@newex.com	2	1	0	1	0	1	0	0	
dmelnyk@zotware.com	1	1	0	1					
dmelnyk@zotware.com	2	1	0	1	0	1	0	0	
dmenter@opentech.com	1	1	0	0					
dmenter@opentech.com	2	1	1	1	1	0	0	0	
dmeteer@finjob.com	1	2	0	1					basement
dmeteer@finjob.com	2	1	0	0	1	1	0	0	
dmiro@dambase.com	1	1	0	1	0	1	0	1	
dmiro@dambase.com	2	1	0	1					basement
dmiro@dambase.com	3	2	0	1	0	1	0	0	
dmonarrez@yearin.com	1	1	0	1	1	0	1	0	
dmonarrez@yearin.com	2	1	0	0	0	0	1	0	
dmondella@silis.com	1	1	1	0					guest
dmondella@silis.com	2	1	0	1	0	0	1	0	
dmondella@sumace.com	1	1	0	1	0	1	1	0	
dmotley@rundofase.com	1	2	0	1	0	1	0	1	
dmotley@rundofase.com	2	1	0	1					
dmoyd@plusstrip.com	1	1	0	1	0	1	0	0	
dmoyd@yearin.com	1	1	0	1					
dmoyd@yearin.com	2	1	1	0	1	0	0	1	
dmulqueen@dambase.com	1	1	0	1	0	0	1	0	
dmulqueen@dambase.com	2	2	1	0	0	1	0	1	
dmunns@lexiqvolax.com	1	1	0	1	0	1	0	0	
dmunns@lexiqvolax.com	2	1	0	1	1	0	1	1	
dnachor@statholdings.com	1	3	0	0					
dnachor@streethex.com	1	2	0	1					powder room
dnachor@streethex.com	2	1	0	1	1	0	1	0	
dnestle@green-plus.com	1	1	1	1					game room
dnestle@green-plus.com	2	1	1	1					
dnewville@funholding.com	1	1	1	1	0	0	1	1	
dnewville@funholding.com	2	1	0	1	0	1	0	0	
dnicolozakes@conecom.com	1	2	0	1					
dnicolozakes@conecom.com	2	1	0	1	0	1	0	0	
dnicolozakes@conecom.com	3	1	0	0	1	0	1	0	
dnicolozakes@conecom.com	4	2	0	1	1	0	0	0	
dnicolozakes@conecom.com	5	1	0	1	0	1	0	0	
dnicolozakes@conecom.com	6	1	0	1					powder room
dnicolozakes@conecom.com	7	1	1	0	0	0	1	0	
dnicolozakes@conecom.com	8	1	0	1	0	0	1	0	
dogg@bioplex.com	1	1	0	1	1	1	0	1	
dogg@bioplex.com	2	1	1	1	1	0	0	0	
dogg@bioplex.com	3	1	0	0	0	1	0	0	
dogg@bioplex.com	4	2	0	0	1	0	0	0	
dostrosky@codehow.com	1	1	0	1	1	0	0	1	
dostrosky@codehow.com	2	1	0	1					
dostrosky@rantouch.com	1	1	1	0	1	0	0	0	
dpaa@domzoom.com	1	1	0	1	0	1	0	1	
dpalaia@donquadtech.com	1	1	1	1					powder room
dpalaia@donquadtech.com	2	1	0	0	0	1	0	0	
dpalaspas@openlane.com	1	2	0	1	1	1	0	1	
dpalaspas@openlane.com	2	1	0	1	0	1	0	0	
dpaprocki@konmatfix.com	1	3	1	1	1	0	0	1	
dpaprocki@konmatfix.com	2	1	0	0	1	0	1	0	
dpaprocki@sumace.com	1	1	0	1					guest
dpatak@plexzap.com	1	1	1	1					guest
dpatak@plexzap.com	2	1	0	1	0	0	1	1	
dpawlowicz@bioplex.com	1	1	1	1	0	1	1	1	
dpawlowicz@bioplex.com	2	1	0	1					basement
dpawlowicz@bioplex.com	3	1	0	1					
dpelkowski@mathtouch.com	1	1	0	1	1	0	0	0	
dperigo@conecom.com	1	1	0	1	0	0	1	0	
dperigo@conecom.com	2	2	0	1	0	1	0	0	
dpinilla@zoomit.com	1	1	0	1	1	0	0	0	
dpinilla@zoomit.com	2	2	0	1					basement
dpolidori@streethex.com	1	2	0	1	1	0	0	0	
dpolidori@streethex.com	2	2	0	1					
dpontoriero@zotware.com	1	2	1	1					basement
dpontoriero@zotware.com	2	1	0	1	1	0	0	1	
dpugh@finhigh.com	1	1	0	1	0	0	1	1	
dpugh@funholding.com	1	2	0	1	0	0	1	0	
dpugh@funholding.com	2	1	0	1					
dragel@zoomit.com	1	1	0	1	0	0	1	0	
draymo@goodsilron.com	1	2	0	1					
dregusters@konmatfix.com	1	1	0	1	0	0	1	0	
dregusters@konmatfix.com	2	1	0	1	0	0	1	1	
dreiber@golddex.com	1	1	0	0	1	0	0	0	
dreiber@golddex.com	2	1	0	1	0	1	0	1	
dreiber@nam-zim.com	1	2	1	1	1	0	1	0	
drentfro@gogozoom.com	1	2	0	0	0	1	0	1	
drentfro@gogozoom.com	2	1	0	1	0	0	1	0	
drestrepo@blackzim.com	1	1	0	1					guest
drestrepo@donquadtech.com	1	2	0	1	0	1	0	0	
drestrepo@donquadtech.com	2	1	0	1					
drhym@streethex.com	1	1	0	1					powder room
drhym@streethex.com	2	2	0	1	1	0	0	1	
drhymes@nam-zim.com	1	2	0	1					powder room
drhymes@rantouch.com	1	1	0	1	1	0	1	1	
drhymes@rantouch.com	2	2	0	1					guest
drim@plussunin.com	1	2	0	1	0	1	0	1	
driopelle@rangreen.com	1	1	0	1	1	0	1	1	
driopelle@sonron.com	1	1	0	1					powder room
drodenberger@betatech.com	1	1	0	1					
drodenberger@hottechi.com	1	1	0	1	0	1	1	1	
druta@doncon.com	1	1	0	1	1	0	0	1	
druta@newex.com	1	1	1	1	0	1	0	1	
dsama@silis.com	1	1	0	1	1	0	0	1	
